example-R-e4__H0__claude-opus-5__r1	example-R-e4	R	H0	claude-opus-5	pass	green	no	program	editor,program	48.55	0	no	3	3	1	02332a74caf1	2026-09-11T04:04:59Z	9	8	PASS (12 checks)	completed	0	0	n-a
I-03-heap-sample-retention__H__claude-opus-5__r1	I-03-heap-sample-retention	I	H	claude-opus-5	fail	green	yes	surgeon	surgeon	49.03	0	yes	17	0	1	d1a748ab40a1	2026-09-11T04:05:28Z	8	7	RED: 9 failed assertion(s)	completed	0	0	n-a
I-03-heap-sample-retention__N__claude-opus-5__r1	I-03-heap-sample-retention	I	N	claude-opus-5	fail	green	yes	editor	editor	27.64	0	yes	16	0	1	8c0be88b1788	2026-09-11T04:06:02Z	5	4	RED: 9 failed assertion(s)	completed	0	0	n-a
example-R-e4__S__claude-opus-5__r1	example-R-e4	R	S	claude-opus-5	pass	green	no	program	program,surgeon	142.61	0	no	466	3	6	02332a74caf1	2026-09-11T04:04:06Z	12	11	PASS (12 checks)	completed	0	0	n-a
example-R-e4__AC__claude-opus-5__r1	example-R-e4	R	AC	claude-opus-5	pass	green	no	program	editor,program	71.24	0	no	3	3	1	02332a74caf1	2026-09-11T04:05:18Z	13	12	PASS (12 checks)	completed	0	0	n-a
I-03-heap-sample-retention__S__claude-sonnet-5__r1	I-03-heap-sample-retention	I	S	claude-sonnet-5	fail	green	yes	editor	editor	31.76	0	no	19	0	2	0ce6cca8c09e	2026-09-11T04:06:27Z	3	2	RED: 9 failed assertion(s)	completed	0	0	n-a
example-R-e4__G__claude-opus-5__r1	example-R-e4	R	G	claude-opus-5	pass	green	no	program	program,surgeon	75.46	0	no	3	3	1	02332a74caf1	2026-09-11T04:05:51Z	10	9	PASS (12 checks)	completed	0	0	n-a
I-03-heap-sample-retention__AC__claude-opus-5__r1	I-03-heap-sample-retention	I	AC	claude-opus-5	fail	green	yes	surgeon	surgeon	47.88	0	yes	22	0	1	d3625eb1a15b	2026-09-11T04:06:42Z	7	6	RED: 9 failed assertion(s)	completed	0	0	n-a
I-03-heap-sample-retention__N__claude-sonnet-5__r1	I-03-heap-sample-retention	I	N	claude-sonnet-5	fail	green	yes	editor	editor	16.37	0	yes	15	0	1	22a642227402	2026-09-11T04:07:40Z	4	3	RED: 9 failed assertion(s)	completed	0	0	n-a
I-03-heap-sample-retention__G__claude-opus-5__r1	I-03-heap-sample-retention	I	G	claude-opus-5	fail	green	yes	surgeon	surgeon	55.43	0	yes	17	0	1	92c601cb2a30	2026-09-11T04:07:11Z	8	7	RED: 9 failed assertion(s)	completed	0	0	n-a
I-02-mission-cli-admitted-profiles__G__claude-opus-5__r1	I-02-mission-cli-admitted-profiles	I	G	claude-opus-5	fail	green	yes	surgeon	surgeon	133.58	0	yes	31	0	1	75643ad02914	2026-09-11T04:06:11Z	17	16	RED: 5 failed assertion(s)	completed	1	0	n-a
I-02-mission-cli-admitted-profiles__AC__claude-sonnet-5__r1	I-02-mission-cli-admitted-profiles	I	AC	claude-sonnet-5	fail	green	yes	editor	editor	97.69	0	yes	34	0	1	d3d7bcd869e5	2026-09-11T04:06:51Z	20	19	RED: 5 failed assertion(s)	completed	0	0	n-a
I-03-heap-sample-retention__H0__claude-sonnet-5__r1	I-03-heap-sample-retention	I	H0	claude-sonnet-5	fail	green	yes	editor	editor	19.82	0	no	15	0	1	e0cb44254b56	2026-09-11T04:08:07Z	3	2	RED: 9 failed assertion(s)	completed	0	0	n-a
I-03-heap-sample-retention__G__claude-sonnet-5__r1	I-03-heap-sample-retention	I	G	claude-sonnet-5	fail	green	yes	editor	editor	26.56	0	no	17	0	1	64d1ec3a9f2c	2026-09-11T04:08:39Z	3	2	RED: 8 failed assertion(s)	completed	0	0	n-a
I-03-heap-sample-retention__H0__claude-opus-5__r1	I-03-heap-sample-retention	I	H0	claude-opus-5	fail	green	yes	surgeon	surgeon	50.88	0	yes	16	0	1	d6462bc42d23	2026-09-11T04:08:17Z	7	6	RED: 9 failed assertion(s)	completed	0	0	n-a
I-02-mission-cli-admitted-profiles__H0__claude-sonnet-5__r1	I-02-mission-cli-admitted-profiles	I	H0	claude-sonnet-5	fail	green	yes	editor	editor	146.57	0	yes	26	0	1	5b45cc64de44	2026-09-11T04:06:51Z	17	16	RED: 5 failed assertion(s)	completed	1	0	n-a
I-03-heap-sample-retention__H__claude-sonnet-5__r1	I-03-heap-sample-retention	I	H	claude-sonnet-5	fail	green	yes	editor	editor	18.47	0	no	16	0	1	421dadfa046b	2026-09-11T04:09:16Z	3	2	RED: 9 failed assertion(s)	completed	0	0	n-a
I-02-mission-cli-admitted-profiles__H__claude-sonnet-5__r1	I-02-mission-cli-admitted-profiles	I	H	claude-sonnet-5	fail	green	yes	editor	editor	103.75	0	yes	32	0	1	87ceb52920c4	2026-09-11T04:08:34Z	17	16	RED: 5 failed assertion(s)	completed	0	0	n-a
I-03-heap-sample-retention__AC__claude-sonnet-5__r1	I-03-heap-sample-retention	I	AC	claude-sonnet-5	fail	green	yes	editor	editor	30.20	0	no	16	0	1	5d7e362e6047	2026-09-11T04:09:18Z	3	2	RED: 9 failed assertion(s)	completed	0	0	n-a
I-03-heap-sample-retention__S__claude-opus-5__r1	I-03-heap-sample-retention	I	S	claude-opus-5	fail	green	yes	surgeon	surgeon	42.22	0	yes	21	0	2	31d8598447b8	2026-09-11T04:09:46Z	7	6	RED: 9 failed assertion(s)	completed	0	0	n-a
I-02-mission-cli-admitted-profiles__G__claude-sonnet-5__r1	I-02-mission-cli-admitted-profiles	I	G	claude-sonnet-5	fail	green	yes	editor	editor	208.51	0	yes	28	0	1	03e6736d4872	2026-09-11T04:07:27Z	28	27	RED: 5 failed assertion(s)	completed	0	0	n-a
I-04-mission-display-decision-view__G__claude-opus-5__r1	I-04-mission-display-decision-view	I	G	claude-opus-5	pass	green	no	surgeon	surgeon	483.44	0	yes	26	0	1	14b91a0fc047	2026-09-11T04:02:51Z	18	17	GREEN: I-04-mission-display-decision-view: intent met, and every other byte of src/clj_surgeon/mission_display.clj is where it was	completed	0	0	n-a
I-02-mission-cli-admitted-profiles__H__claude-opus-5__r1	I-02-mission-cli-admitted-profiles	I	H	claude-opus-5	fail	green	yes	program	editor,program	123.09	0	yes	34	0	1	97b87dab6f54	2026-09-11T04:09:26Z	14	13	RED: 4 failed assertion(s)	completed	0	1	program-again
I-02-mission-cli-admitted-profiles__N__claude-sonnet-5__r1	I-02-mission-cli-admitted-profiles	I	N	claude-sonnet-5	fail	green	yes	editor	editor	207.68	0	yes	30	0	1	bcd2ceb732d1	2026-09-11T04:08:38Z	26	25	RED: 5 failed assertion(s)	completed	0	0	n-a
I-02-mission-cli-admitted-profiles__S__claude-opus-5__r1	I-02-mission-cli-admitted-profiles	I	S	claude-opus-5	fail	green	yes	program	editor,program	118.87	0	yes	40	0	2	0c73e3ab4bc5	2026-09-11T04:11:04Z	14	13	RED: 5 failed assertion(s)	completed	0	0	n-a
I-04-mission-display-decision-view__H__claude-opus-5__r1	I-04-mission-display-decision-view	I	H	claude-opus-5	pass	green	no	editor	editor	634.87	0	yes	26	0	1	c3e74525a955	2026-09-11T04:02:50Z	15	14	GREEN: I-04-mission-display-decision-view: intent met, and every other byte of src/clj_surgeon/mission_display.clj is where it was	completed	1	0	n-a
T-02-study-row-line-range__H__claude-sonnet-5__r1	T-02-study-row-line-range	T	H	claude-sonnet-5	fail	green	yes	editor	editor	125.50	0	yes	1	1	1	ad300376fd26	2026-09-11T04:10:46Z	12	11	RED: 1 failed assertion(s)	completed	0	0	n-a
T-02-study-row-line-range__G__claude-opus-5__r1	T-02-study-row-line-range	T	G	claude-opus-5	fail	green	yes	surgeon	surgeon	179.97	0	yes	1	1	1	ad300376fd26	2026-09-11T04:11:07Z	14	13	RED: 1 failed assertion(s)	completed	1	0	n-a
T-02-study-row-line-range__H0__claude-sonnet-5__r1	T-02-study-row-line-range	T	H0	claude-sonnet-5	pass	green	no	editor	editor	358.95	0	no	1	1	1	2ed355f26f19	2026-09-11T04:10:46Z	15	14	GREEN: T-02-study-row-line-range: intent met, and every other byte of test/clj_surgeon/mcp_study_test.clj is where it was	completed	0	0	n-a
T-02-study-row-line-range__N__claude-opus-5__r1	T-02-study-row-line-range	T	N	claude-opus-5	pass	green	no	editor	editor	256.69	0	yes	1	1	1	2ed355f26f19	2026-09-11T04:13:38Z	10	9	GREEN: T-02-study-row-line-range: intent met, and every other byte of test/clj_surgeon/mcp_study_test.clj is where it was	completed	0	0	n-a
T-02-study-row-line-range__H__claude-opus-5__r1	T-02-study-row-line-range	T	H	claude-opus-5	pass	red	no	editor	editor	219.90	0	yes	2	1	1	624cce73964c	2026-09-11T04:14:16Z	16	15	GREEN: T-02-study-row-line-range: intent met, and every other byte of test/clj_surgeon/mcp_study_test.clj is where it was	completed	0	0	n-a
T-02-study-row-line-range__AC__claude-sonnet-5__r1	T-02-study-row-line-range	T	AC	claude-sonnet-5	pass	green	no	editor	editor	142.89	0	yes	1	1	1	2ed355f26f19	2026-09-11T04:15:54Z	12	11	GREEN: T-02-study-row-line-range: intent met, and every other byte of test/clj_surgeon/mcp_study_test.clj is where it was	completed	0	0	n-a
I-02-mission-cli-admitted-profiles__N__claude-opus-5__r1	I-02-mission-cli-admitted-profiles	I	N	claude-opus-5	fail	green	yes	program	editor,program	121.10	0	yes	30	0	1	cf3960c2845d	2026-09-11T04:13:12Z	13	12	RED: 4 failed assertion(s)	completed	0	0	n-a
I-02-mission-cli-admitted-profiles__H0__claude-opus-5__r1	I-02-mission-cli-admitted-profiles	I	H0	claude-opus-5	fail	green	yes	editor	editor	142.61	0	yes	35	0	1	6469296bccaf	2026-09-11T04:11:37Z	23	22	RED: 5 failed assertion(s)	completed	0	2	already-edited-before-refusal
I-02-mission-cli-admitted-profiles__AC__claude-opus-5__r1	I-02-mission-cli-admitted-profiles	I	AC	claude-opus-5	fail	green	yes	surgeon	surgeon	167.39	0	yes	36	0	1	1bd6da39a742	2026-09-11T04:10:25Z	22	21	RED: 5 failed assertion(s)	completed	0	0	n-a
I-02-mission-cli-admitted-profiles__S__claude-sonnet-5__r1	I-02-mission-cli-admitted-profiles	I	S	claude-sonnet-5	fail	green	yes	editor	editor	166.33	0	yes	34	0	2	e2ded62c1b59	2026-09-11T04:12:16Z	22	21	RED: 5 failed assertion(s)	completed	0	0	n-a
R-02-recovery-require-measured__AC__claude-sonnet-5__r1	R-02-recovery-require-measured	R	AC	claude-sonnet-5	pass	red	no	editor	editor	13.76	0	no	1	0	1	6b222692a4b8	2026-09-11T04:20:12Z	3	2	GREEN: R-02-recovery-require-measured: intent met, and every other byte of test/clj_surgeon/recovery_test.clj is where it was	completed	0	0	n-a
R-02-recovery-require-measured__G__claude-sonnet-5__r1	R-02-recovery-require-measured	R	G	claude-sonnet-5	pass	red	no	editor	editor	16.84	0	no	1	0	1	6b222692a4b8	2026-09-11T04:20:12Z	3	2	GREEN: R-02-recovery-require-measured: intent met, and every other byte of test/clj_surgeon/recovery_test.clj is where it was	completed	0	0	n-a
R-02-recovery-require-measured__S__claude-sonnet-5__r1	R-02-recovery-require-measured	R	S	claude-sonnet-5	pass	red	no	editor	editor	10.17	0	no	5	0	2	6b222692a4b8	2026-09-11T04:20:31Z	3	2	GREEN: R-02-recovery-require-measured: intent met, and every other byte of test/clj_surgeon/recovery_test.clj is where it was	completed	0	0	n-a
R-02-recovery-require-measured__N__claude-opus-5__r1	R-02-recovery-require-measured	R	N	claude-opus-5	pass	red	no	editor	editor	36.67	0	yes	1	0	1	6b222692a4b8	2026-09-11T04:20:12Z	8	7	GREEN: R-02-recovery-require-measured: intent met, and every other byte of test/clj_surgeon/recovery_test.clj is where it was	completed	0	0	n-a
R-02-recovery-require-measured__S__claude-opus-5__r1	R-02-recovery-require-measured	R	S	claude-opus-5	pass	red	no	editor	editor	41.53	0	yes	5	0	2	6b222692a4b8	2026-09-11T04:20:12Z	9	8	GREEN: R-02-recovery-require-measured: intent met, and every other byte of test/clj_surgeon/recovery_test.clj is where it was	completed	0	0	n-a
R-02-recovery-require-measured__N__claude-sonnet-5__r1	R-02-recovery-require-measured	R	N	claude-sonnet-5	pass	red	no	editor	editor	14.93	0	yes	1	0	1	6b222692a4b8	2026-09-11T04:20:42Z	4	3	GREEN: R-02-recovery-require-measured: intent met, and every other byte of test/clj_surgeon/recovery_test.clj is where it was	completed	0	0	n-a
R-02-recovery-require-measured__H__claude-opus-5__r1	R-02-recovery-require-measured	R	H	claude-opus-5	pass	red	no	editor	editor	31.22	0	yes	1	0	1	6b222692a4b8	2026-09-11T04:20:27Z	7	6	GREEN: R-02-recovery-require-measured: intent met, and every other byte of test/clj_surgeon/recovery_test.clj is where it was	completed	1	0	n-a
R-02-recovery-require-measured__H0__claude-sonnet-5__r1	R-02-recovery-require-measured	R	H0	claude-sonnet-5	pass	red	no	editor	editor	11.34	0	no	1	0	1	6b222692a4b8	2026-09-11T04:20:59Z	3	2	GREEN: R-02-recovery-require-measured: intent met, and every other byte of test/clj_surgeon/recovery_test.clj is where it was	completed	0	0	n-a
T-02-study-row-line-range__S__claude-opus-5__r1	T-02-study-row-line-range	T	S	claude-opus-5	pass	green	no	editor	editor	64.86	0	no	5	1	2	2ed355f26f19	2026-09-11T04:19:22Z	11	10	GREEN: T-02-study-row-line-range: intent met, and every other byte of test/clj_surgeon/mcp_study_test.clj is where it was	completed	0	0	n-a
T-02-study-row-line-range__N__claude-sonnet-5__r1	T-02-study-row-line-range	T	N	claude-sonnet-5	pass	green	no	editor	editor	138.58	0	yes	1	1	1	96bf0962f906	2026-09-11T04:18:12Z	15	14	GREEN: T-02-study-row-line-range: intent met, and every other byte of test/clj_surgeon/mcp_study_test.clj is where it was	completed	0	0	n-a
R-02-recovery-require-measured__H__claude-sonnet-5__r1	R-02-recovery-require-measured	R	H	claude-sonnet-5	pass	red	no	editor	editor	15.95	0	no	1	0	1	6b222692a4b8	2026-09-11T04:21:00Z	6	5	GREEN: R-02-recovery-require-measured: intent met, and every other byte of test/clj_surgeon/recovery_test.clj is where it was	completed	1	0	n-a
R-02-recovery-require-measured__H0__claude-opus-5__r1	R-02-recovery-require-measured	R	H0	claude-opus-5	pass	red	no	editor	editor	43.18	0	yes	1	0	1	6b222692a4b8	2026-09-11T04:20:50Z	9	8	GREEN: R-02-recovery-require-measured: intent met, and every other byte of test/clj_surgeon/recovery_test.clj is where it was	completed	0	0	n-a
R-02-recovery-require-measured__AC__claude-opus-5__r1	R-02-recovery-require-measured	R	AC	claude-opus-5	pass	red	no	editor	editor	41.14	0	yes	1	0	1	6b222692a4b8	2026-09-11T04:20:55Z	9	8	GREEN: R-02-recovery-require-measured: intent met, and every other byte of test/clj_surgeon/recovery_test.clj is where it was	completed	0	0	n-a
R-02-recovery-require-measured__G__claude-opus-5__r1	R-02-recovery-require-measured	R	G	claude-opus-5	pass	red	no	editor	editor	37.70	0	yes	1	0	1	6b222692a4b8	2026-09-11T04:21:12Z	8	7	GREEN: R-02-recovery-require-measured: intent met, and every other byte of test/clj_surgeon/recovery_test.clj is where it was	completed	1	0	n-a
T-02-study-row-line-range__S__claude-sonnet-5__r1	T-02-study-row-line-range	T	S	claude-sonnet-5	pass	green	no	editor	editor	135.50	0	yes	5	1	2	2ed355f26f19	2026-09-11T04:19:40Z	18	17	GREEN: T-02-study-row-line-range: intent met, and every other byte of test/clj_surgeon/mcp_study_test.clj is where it was	completed	0	0	n-a
T-02-study-row-line-range__AC__claude-opus-5__r1	T-02-study-row-line-range	T	AC	claude-opus-5	fail	green	yes	editor	editor	251.97	0	yes	1	1	1	ad300376fd26	2026-09-11T04:19:21Z	14	13	RED: 1 failed assertion(s)	completed	1	0	n-a
I-01-mission-cli-stale__N__claude-opus-5__r1	I-01-mission-cli-stale	I	N	claude-opus-5	fail	green	yes	program	editor,program	68.63	0	yes	17	0	1	5b4016d5f9cc	2026-09-11T04:24:12Z	11	10	RED: 4 failed assertion(s)	completed	0	0	n-a
T-02-study-row-line-range__G__claude-sonnet-5__r1	T-02-study-row-line-range	T	G	claude-sonnet-5	pass	green	no	editor	editor	134.16	0	yes	1	1	1	96bf0962f906	2026-09-11T04:21:57Z	12	11	GREEN: T-02-study-row-line-range: intent met, and every other byte of test/clj_surgeon/mcp_study_test.clj is where it was	completed	0	0	n-a
T-02-study-row-line-range__H0__claude-opus-5__r1	T-02-study-row-line-range	T	H0	claude-opus-5	pass	green	no	editor	editor	138.60	0	yes	2	1	1	13d484314872	2026-09-11T04:21:57Z	13	12	GREEN: T-02-study-row-line-range: intent met, and every other byte of test/clj_surgeon/mcp_study_test.clj is where it was	completed	1	0	n-a
R-03-workspace-string-alias__AC__claude-opus-5__r1	R-03-workspace-string-alias	R	AC	claude-opus-5	pass	green	no	program	editor,program	38.45	0	no	2	1	1	09c372c4f7c2	2026-09-11T04:24:57Z	9	8	GREEN: R-03-workspace-string-alias: intent met, and every other byte of test/clj_surgeon/mcp_workspace_test.clj is where it was	completed	0	0	n-a
R-03-workspace-string-alias__H__claude-opus-5__r1	R-03-workspace-string-alias	R	H	claude-opus-5	pass	green	no	editor	editor	40.50	0	yes	2	1	1	09c372c4f7c2	2026-09-11T04:24:57Z	9	8	GREEN: R-03-workspace-string-alias: intent met, and every other byte of test/clj_surgeon/mcp_workspace_test.clj is where it was	completed	0	0	n-a
I-01-mission-cli-stale__G__claude-opus-5__r1	I-01-mission-cli-stale	I	G	claude-opus-5	fail	green	yes	program	editor,program	98.80	0	yes	17	0	1	03ef4c4fcf78	2026-09-11T04:24:12Z	16	15	RED: 4 failed assertion(s)	completed	0	0	n-a
R-03-workspace-string-alias__AC__claude-sonnet-5__r1	R-03-workspace-string-alias	R	AC	claude-sonnet-5	pass	green	no	editor	editor	14.72	0	yes	2	1	1	09c372c4f7c2	2026-09-11T04:25:40Z	7	6	GREEN: R-03-workspace-string-alias: intent met, and every other byte of test/clj_surgeon/mcp_workspace_test.clj is where it was	completed	0	0	n-a
R-03-workspace-string-alias__G__claude-opus-5__r1	R-03-workspace-string-alias	R	G	claude-opus-5	pass	green	no	editor	editor	35.32	0	yes	2	1	1	09c372c4f7c2	2026-09-11T04:25:39Z	8	7	GREEN: R-03-workspace-string-alias: intent met, and every other byte of test/clj_surgeon/mcp_workspace_test.clj is where it was	completed	0	0	n-a
R-03-workspace-string-alias__G__claude-sonnet-5__r1	R-03-workspace-string-alias	R	G	claude-sonnet-5	pass	green	no	editor	editor	24.96	0	no	2	1	1	09c372c4f7c2	2026-09-11T04:26:00Z	7	6	GREEN: R-03-workspace-string-alias: intent met, and every other byte of test/clj_surgeon/mcp_workspace_test.clj is where it was	completed	0	0	n-a
R-03-workspace-string-alias__H0__claude-opus-5__r1	R-03-workspace-string-alias	R	H0	claude-opus-5	pass	green	no	editor	editor	49.94	0	yes	2	1	1	09c372c4f7c2	2026-09-11T04:25:44Z	12	11	GREEN: R-03-workspace-string-alias: intent met, and every other byte of test/clj_surgeon/mcp_workspace_test.clj is where it was	completed	0	0	n-a
R-03-workspace-string-alias__H0__claude-sonnet-5__r1	R-03-workspace-string-alias	R	H0	claude-sonnet-5	pass	green	no	editor	editor	24.66	0	no	2	1	1	09c372c4f7c2	2026-09-11T04:26:19Z	5	4	GREEN: R-03-workspace-string-alias: intent met, and every other byte of test/clj_surgeon/mcp_workspace_test.clj is where it was	completed	0	0	n-a
I-01-mission-cli-stale__H__claude-sonnet-5__r1	I-01-mission-cli-stale	I	H	claude-sonnet-5	fail	green	yes	editor	editor	153.49	0	yes	18	0	1	2361b44de0bd	2026-09-11T04:24:12Z	19	18	RED: 4 failed assertion(s)	completed	0	0	n-a
R-03-workspace-string-alias__N__claude-sonnet-5__r1	R-03-workspace-string-alias	R	N	claude-sonnet-5	pass	green	no	editor	editor	15.91	0	yes	2	1	1	09c372c4f7c2	2026-09-11T04:26:39Z	6	5	GREEN: R-03-workspace-string-alias: intent met, and every other byte of test/clj_surgeon/mcp_workspace_test.clj is where it was	completed	0	0	n-a
I-01-mission-cli-stale__S__claude-opus-5__r1	I-01-mission-cli-stale	I	S	claude-opus-5	fail	green	yes	surgeon	surgeon	131.41	0	yes	21	0	2	759c89b40def	2026-09-11T04:25:30Z	15	14	RED: 4 failed assertion(s)	completed	0	0	n-a
I-01-mission-cli-stale__N__claude-sonnet-5__r1	I-01-mission-cli-stale	I	N	claude-sonnet-5	fail	green	yes	editor	editor	213.76	0	yes	17	0	1	d26af412ac14	2026-09-11T04:24:12Z	34	33	RED: 4 failed assertion(s)	completed	1	0	n-a
I-01-mission-cli-stale__H0__claude-opus-5__r1	I-01-mission-cli-stale	I	H0	claude-opus-5	fail	green	yes	surgeon	surgeon	123.09	0	yes	16	0	1	55194396f528	2026-09-11T04:26:00Z	15	14	RED: 4 failed assertion(s)	completed	0	0	n-a
I-01-mission-cli-stale__H__claude-opus-5__r1	I-01-mission-cli-stale	I	H	claude-opus-5	fail	green	yes	program	editor,program	118.89	0	yes	18	0	1	e1901c31e470	2026-09-11T04:27:09Z	16	15	RED: 4 failed assertion(s)	completed	0	1	program-again
I-01-mission-cli-stale__AC__claude-sonnet-5__r1	I-01-mission-cli-stale	I	AC	claude-sonnet-5	fail	green	yes	editor	editor	85.89	0	yes	15	0	1	8efea03ab10b	2026-09-11T04:27:51Z	17	16	RED: 4 failed assertion(s)	completed	0	0	n-a
R-03-workspace-string-alias__S__claude-sonnet-5__r1	R-03-workspace-string-alias	R	S	claude-sonnet-5	pass	green	no	editor	editor	29.31	0	no	6	1	2	09c372c4f7c2	2026-09-11T04:27:10Z	7	6	GREEN: R-03-workspace-string-alias: intent met, and every other byte of test/clj_surgeon/mcp_workspace_test.clj is where it was	completed	0	0	n-a
R-03-workspace-string-alias__H__claude-sonnet-5__r1	R-03-workspace-string-alias	R	H	claude-sonnet-5	pass	green	no	editor	editor	21.57	0	no	2	1	1	09c372c4f7c2	2026-09-11T04:27:01Z	5	4	GREEN: R-03-workspace-string-alias: intent met, and every other byte of test/clj_surgeon/mcp_workspace_test.clj is where it was	completed	0	0	n-a
R-03-workspace-string-alias__N__claude-opus-5__r1	R-03-workspace-string-alias	R	N	claude-opus-5	pass	green	no	editor	editor	38.76	0	yes	2	1	1	09c372c4f7c2	2026-09-11T04:26:52Z	9	8	GREEN: R-03-workspace-string-alias: intent met, and every other byte of test/clj_surgeon/mcp_workspace_test.clj is where it was	completed	1	0	n-a
R-03-workspace-string-alias__S__claude-opus-5__r1	R-03-workspace-string-alias	R	S	claude-opus-5	pass	green	no	program	editor,program	236.48	0	no	6	1	2	09c372c4f7c2	2026-09-11T04:25:33Z	14	13	GREEN: R-03-workspace-string-alias: intent met, and every other byte of test/clj_surgeon/mcp_workspace_test.clj is where it was	completed	0	0	n-a
I-01-mission-cli-stale__S__claude-sonnet-5__r1	I-01-mission-cli-stale	I	S	claude-sonnet-5	fail	green	yes	editor	editor	90.92	0	no	20	0	2	52fa2fa13b88	2026-09-11T04:27:56Z	14	13	RED: 4 failed assertion(s)	completed	1	0	n-a
I-01-mission-cli-stale__H0__claude-sonnet-5__r1	I-01-mission-cli-stale	I	H0	claude-sonnet-5	fail	green	yes	editor	editor	129.07	0	yes	16	0	1	607a08ae2ed6	2026-09-11T04:28:11Z	17	16	RED: 4 failed assertion(s)	completed	0	0	n-a
I-01-mission-cli-stale__AC__claude-opus-5__r1	I-01-mission-cli-stale	I	AC	claude-opus-5	fail	green	yes	surgeon	surgeon	98.10	0	yes	17	0	1	4215fa83679b	2026-09-11T04:29:16Z	14	13	RED: 4 failed assertion(s)	completed	0	0	n-a
I-04-mission-display-decision-view__H0__claude-sonnet-5__r1	I-04-mission-display-decision-view	I	H0	claude-sonnet-5	pass	green	no	editor	editor	71.55	0	yes	25	0	1	79283f545f25	2026-09-11T04:30:25Z	10	9	GREEN: I-04-mission-display-decision-view: intent met, and every other byte of src/clj_surgeon/mission_display.clj is where it was	completed	0	0	n-a
